system,case_id,finding_id,obligation_id,referee_outcome,on_candidate,on_reference,grader_label,false_accusation,title
baseline_direct,full_jitter_backoff__t42,F-02,-,upheld,pass,pass,not_a_counterexample,0,"The ticket states a cap at or below base is legitimate and every ceiling, attempt 0 included, must equal cap; an implementation that only clamps after some warm"
baseline_direct,full_jitter_backoff__t42,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket explicitly requires attempts == 0 to yield an empty list and not raise, which an off-by-one or overly strict validation could get backwards."
baseline_direct,full_jitter_backoff__t42,F-04,-,upheld,pass,pass,not_a_counterexample,0,"The ticket mandates validating attempts first and naming the offending parameter, so a negative attempts count with also-invalid base/cap must still raise a mes"
baseline_direct,full_jitter_backoff__t42,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires base and cap to each be finite and strictly positive -- zero, negative, inf and especially nan must all raise ValueError naming the offendin"
baseline_direct,full_jitter_backoff__t42,F-06,-,upheld,pass,pass,not_a_counterexample,0,The ticket requires that a couple-thousand-attempt schedule never evaluates 2**i for huge i (avoiding overflow/huge ints) and that every returned delay stays fi
baseline_direct,full_jitter_backoff__t46,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's own worked example (base=0.2, cap=5.0, attempts=6) which pins down both the ceiling sequence and that attempt 0 is rand(min(cap,base)) ra"
baseline_direct,full_jitter_backoff__t46,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket rule that rand's output is handed back unchanged (not clamped to cap, floored, or modified) by using a rand that deliberately returns value"
baseline_direct,full_jitter_backoff__t46,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket rule that when cap <= base every ceiling (including attempt 0's) equals cap, not base or a growing exponential ignoring the low cap."
baseline_direct,full_jitter_backoff__t46,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's explicit requirement that schedule(2000, 1.0, 30.0, rand) returns 2000 finite delays in [0, cap] without raising, guarding against evalua"
baseline_direct,full_jitter_backoff__t46,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket rule that attempts == 0 yields an empty list (no error, no rand calls) while attempts < 0 raises ValueError naming 'attempts'."
baseline_direct,full_jitter_backoff__t46,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket rules that base and cap must each be finite and strictly > 0 (rejecting 0, negative, inf and nan with a message naming the offending parame"
baseline_direct,full_jitter_backoff__v10,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's worked example: cap must bound the ceiling before the draw (not clamp the result), attempt 0 must be jittered too, and the last element w"
baseline_direct,full_jitter_backoff__v10,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that rand is called exactly once per attempt, in order, with ceiling_i = min(cap, base * 2**i) as its sole argument, and that the retu"
baseline_direct,full_jitter_backoff__v10,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the large-attempt-count requirement that schedule(2000, 1.0, 30.0, rand) returns 2000 finite delays in [0, cap] without raising, which requires clampi"
baseline_direct,full_jitter_backoff__v10,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the required validation priority (attempts, then base, then cap) and the requirement that each ValueError message names the offending parameter."
baseline_direct,full_jitter_backoff__v10,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that attempts==0 returns [] without being an error itself, while base/cap validation must still run before the zero-attempts short-cir"
baseline_direct,full_jitter_backoff__v10,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket rule that when cap < base every ceiling, including attempt 0's, is clamped to cap rather than to base or an uncapped exponential value."
baseline_direct,full_jitter_backoff__v11,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the core Full Jitter formula (ceiling = min(cap, base*2**i) drawn via rand, attempt 0 already jittered) against the ticket's worked example."
baseline_direct,full_jitter_backoff__v11,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that attempts==0 returns a fresh, independent empty list rather than raising or sharing a cached list object."
baseline_direct,full_jitter_backoff__v11,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the required validation order (attempts, then base, then cap) and the requirement that each ValueError message names the offending parameter."
baseline_direct,full_jitter_backoff__v11,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the explicit requirement that base/cap must be finite (nan, inf, -inf, 0, negative all raise ValueError), which the ticket warns a naive <= 0 check wo"
baseline_direct,full_jitter_backoff__v11,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that when cap <= base every ceiling (including attempt 0) is exactly cap, and that the drawn value is returned unchanged rather than b"
baseline_direct,full_jitter_backoff__v11,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that schedule(2000, 1.0, 30.0, rand) returns 2000 finite delays in [0, cap] without overflowing on 2**i for large i."
baseline_direct,full_jitter_backoff__v12,F-01,-,upheld,fail,pass,sound,0,"The ticket specifies validation order attempts→base→cap as an unconditional pipeline, but the implementation returns [] for attempts==0 before ever checking bas"
baseline_direct,full_jitter_backoff__v12,F-02,-,upheld,pass,pass,not_a_counterexample,0,"The ticket's own worked example (base=0.2, cap=5.0, attempts=6) pins down exact ceilings including the cap-clamped last element; any off-by-one in the exponent "
baseline_direct,full_jitter_backoff__v12,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket says cap < base is legitimate and every ceiling -- including attempt 0's -- must equal cap, not base or an uncapped exponential value; a backwards cl"
baseline_direct,full_jitter_backoff__v12,F-04,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires schedule(2000, 1.0, 30.0, rand) to return 2000 finite delays in [0, cap] without raising or overflowing, since base*2**i must never be evalu"
baseline_direct,full_jitter_backoff__v12,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket mandates validating in the order attempts, then base, then cap, so when multiple parameters are simultaneously invalid the earliest-in-order paramete"
baseline_direct,full_jitter_backoff__v12,F-06,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires rand to be called exactly once per attempt, in order, with ceiling_i = min(cap, base * 2**i) as its sole argument -- this pins down both the"
baseline_direct,http_range_resolve__t20,F-01,-,upheld,fail,pass,sound,0,"The ticket requires first/last to be composed of one or more ASCII digits; the implementation validates digits with str.isdigit()/int(), which also accepts non-"
baseline_direct,http_range_resolve__t20,F-02,-,upheld,fail,pass,sound,0,"Arabic-Indic digits are valid Unicode decimal digits so str.isdigit()/int() accept them for the suffix part of a -suffix spec, causing the implementation to sil"
baseline_direct,http_range_resolve__t20,F-03,-,upheld,fail,pass,sound,0,The same overly-permissive digit check applies to the open-ended first- branch: a fullwidth digit is accepted by isdigit()/int() and resolved to a concrete rang
baseline_direct,http_range_resolve__t20,F-04,-,upheld,fail,pass,sound,0,"Characters like the superscript two (U+00B2) satisfy str.isdigit() but are not valid input to int(), so the implementation raises an unhandled ValueError from p"
baseline_direct,http_range_resolve__t21,F-01,-,upheld,fail,pass,sound,0,Ticket requires first/last/suffix to be ASCII digits only; Arabic-Indic digits pass Python's str.isdigit()/int() and get silently accepted as a valid range inst
baseline_direct,http_range_resolve__t21,F-02,-,upheld,fail,pass,sound,0,"The -suffix branch also relies on str.isdigit(), so an Arabic-Indic digit is wrongly accepted as a numeric suffix instead of making the whole header unparseable"
baseline_direct,http_range_resolve__t21,F-03,-,upheld,fail,pass,sound,0,"A superscript-two character passes str.isdigit() but fails int(), so the implementation lets a raw ValueError escape from a malformed header instead of treating"
baseline_direct,http_range_resolve__t21,F-04,-,upheld,fail,pass,sound,0,"The ticket says only spaces and horizontal tabs are ignored around the header value; a trailing newline is not mentioned as ignorable, so it should make the hea"
baseline_direct,http_range_resolve__t21,F-05,-,upheld,fail,fail,unsound,1,The ticket explicitly states whitespace is not permitted around the '=' (giving 'bytes = 0-1' as a bad example); a space right after '=' should likewise invalid
baseline_direct,http_range_resolve__t40,F-01,-,upheld,fail,pass,sound,0,"The ticket requires first/last to be composed of one or more ASCII digits; the implementation validates digits with str.isdigit()/int(), which also accepts non-"
baseline_direct,http_range_resolve__t40,F-02,-,upheld,fail,pass,sound,0,"Arabic-Indic digits are valid Unicode decimal digits so str.isdigit()/int() accept them for the suffix part of a -suffix spec, causing the implementation to sil"
baseline_direct,http_range_resolve__t40,F-03,-,upheld,fail,pass,sound,0,The same overly-permissive digit check applies to the open-ended first- branch: a fullwidth digit is accepted by isdigit()/int() and resolved to a concrete rang
baseline_direct,http_range_resolve__t40,F-04,-,upheld,fail,pass,sound,0,"Characters like the superscript two (U+00B2) satisfy str.isdigit() but are not valid input to int(), so the implementation raises an unhandled ValueError from p"
baseline_direct,http_range_resolve__v0,F-01,-,upheld,fail,pass,sound,0,"The RFC grammar requires ASCII DIGIT (0-9); Python's `\d` regex and `int()` also accept non-ASCII Unicode decimal digits (e.g. fullwidth U+FF10-FF19), so a head"
baseline_direct,http_range_resolve__v0,F-02,-,upheld,pass,pass,not_a_counterexample,0,"The ticket explicitly states that in `bytes=0-1,5-3` the malformed second spec (last < first) must poison the whole header so the entire representation is retur"
baseline_direct,http_range_resolve__v0,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket mandates UnsatisfiableRange derive from Exception directly and must NOT be a subclass of ValueError, since the request pipeline distinguishes 400 (Va"
baseline_direct,http_range_resolve__v0,F-04,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires that when length is 0, resolve_range raises UnsatisfiableRange regardless of the header content, including headers that are perfectly well-f"
baseline_direct,http_range_resolve__v0,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket forbids merging, sorting, or de-duplicating ranges; a header listing an out-of-order range followed by the same range twice must come back exactly as"
baseline_direct,http_range_resolve__v0,F-06,-,upheld,pass,pass,not_a_counterexample,0,"The ticket explicitly says no whitespace is allowed around '=' or inside a spec, giving 'bytes = 0-1' and 'bytes=0 - 1' as invalid examples that must be ignored"
baseline_direct,http_range_resolve__v1,F-01,-,upheld,fail,fail,unsound,1,"Ticket says 'No whitespace is allowed around the =' so a space right after 'bytes=' must make the header malformed and yield the whole representation, but the i"
baseline_direct,http_range_resolve__v1,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Ticket states one invalid element (last < first) poisons the whole header and the whole representation must be returned, e.g. 'bytes=0-1,5-3' -> [(0, length-1)]"
baseline_direct,http_range_resolve__v1,F-03,-,upheld,pass,pass,not_a_counterexample,0,Ticket requires that a syntactically valid header whose every spec is out of range raises UnsatisfiableRange (416 semantics) rather than being confused with a m
baseline_direct,http_range_resolve__v1,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Ticket mandates that a zero-length representation raises UnsatisfiableRange regardless of the header content, including headers that would otherwise be ignored "
baseline_direct,http_range_resolve__v1,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Ticket explicitly requires UnsatisfiableRange to derive directly from Exception and must not be a subclass of ValueError, since the pipeline relies on that dist"
baseline_direct,http_range_resolve__v1,F-06,-,upheld,pass,pass,not_a_counterexample,0,Ticket's own worked example requires dropping only the unsatisfiable spec while preserving header order and not merging/sorting the surviving ranges: 'bytes=100
baseline_direct,http_range_resolve__v2,F-01,-,upheld,fail,pass,sound,0,"The ticket requires first/last/suffix to be ASCII digits only, but Python's \d and int() also accept Unicode decimal digits (e.g. Arabic-Indic), so a header usi"
baseline_direct,http_range_resolve__v2,F-02,-,upheld,pass,pass,not_a_counterexample,0,"The ticket mandates UnsatisfiableRange derive from Exception directly and must not be a ValueError subclass, since the pipeline distinguishes 400 (ValueError) f"
baseline_direct,http_range_resolve__v2,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket says a zero-length representation must raise UnsatisfiableRange regardless of header content, including headers that would otherwise be ignored as ma"
baseline_direct,http_range_resolve__v2,F-04,-,upheld,pass,pass,not_a_counterexample,0,The ticket's own worked example requires unsatisfiable specs to be silently dropped while satisfiable ones keep their original relative order.
baseline_direct,http_range_resolve__v2,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket states that a single invalid spec (last < first) must poison the whole header, not just be skipped, so the whole representation must be returned inst"
baseline_direct,http_range_resolve__v2,F-06,-,upheld,pass,pass,not_a_counterexample,0,"RFC 7233 requires an out-of-range last-byte-pos to be clamped to length-1 rather than treated as an error, so a well-behaved over-length request must not raise "
baseline_direct,iso_week_date__t20,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's explicit late-December/early-January week_year wraparound examples: 2021-01-01 must be (2020,53,5) and 2019-12-30 must be (2020,1,1)."
baseline_direct,iso_week_date__t20,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Checks the opposite-direction wraparound (early January belonging to the previous year's week 52, not 53 or the current year) which the ticket's examples don't "
baseline_direct,iso_week_date__t20,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Verifies the proleptic Gregorian leap rule the ticket calls out explicitly (divisible by 4 except centuries, which need 400): Feb 29 must raise in non-leap year"
baseline_direct,iso_week_date__t20,F-04,-,upheld,pass,pass,not_a_counterexample,0,Ticket states the extremes 0001-01-01 and 9999-12-31 must not raise and gives exact expected results; an off-by-one in year/month/day validation or in the inter
baseline_direct,iso_week_date__t20,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Ticket requires ValueError for year outside 1..9999, month outside 1..12, and day outside the valid range for that month/year; a validation-order bug or missing"
baseline_direct,iso_week_date__t20,F-06,-,upheld,pass,pass,not_a_counterexample,0,Ticket requires week_number to always be in 1..53 (never 0) and weekday in 1..7 (Monday=1..Sunday=7) for every date in the supported range; a property-based swe
baseline_direct,iso_week_date__v0,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Cross-checks impl.to_iso_week_date against datetime.date.isocalendar() (the ground-truth ISO week date rule) across the entire supported date range, catching an"
baseline_direct,iso_week_date__v0,F-02,-,upheld,pass,pass,not_a_counterexample,0,"The ticket gives explicit worked examples (2021-01-01, 2019-12-30, 2009-12-31, 2024-02-29, and the year-1 and year-9999 extremes); any deviation falsifies the s"
baseline_direct,iso_week_date__v0,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires ValueError for out-of-range year, month, day (including 2023-02-29, a non-leap Feb 29), so a lenient or crashing implementation would fail t"
baseline_direct,iso_week_date__v0,F-04,-,upheld,pass,pass,not_a_counterexample,0,Rule 2 requires weekday to be 1-based with Monday=1 and Sunday=7; an implementation that reused Python's 0-based Monday=0 or a Sunday-first convention would fai
baseline_direct,iso_week_date__v0,F-05,-,upheld,fail,fail,unsound,1,Rule 5 requires week_number to always be in 1..53 and never 0; iterating every day of a sample of years catches off-by-one bugs that would occasionally produce 
baseline_direct,iso_week_date__v0,F-06,-,upheld,pass,pass,not_a_counterexample,0,Rule 5's stated examples say week-numbering year 2020 has 53 weeks and 2021 has 52; grouping by week_year (not the input calendar year) across the boundary chec
baseline_direct,iso_week_date__v1,F-01,-,upheld,pass,pass,not_a_counterexample,0,"The ticket states Python's date.isocalendar() documents the exact same rules we're standardising on, so it is a valid ground-truth oracle across the whole suppo"
baseline_direct,iso_week_date__v1,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Rule 4's two spelled-out consequences (2021-01-01 belongs to week 53 of 2020, and 2019-12-30 belongs to week 1 of 2020) are exactly the December/January boundar"
baseline_direct,iso_week_date__v1,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires the valid extremes 0001-01-01 and 9999-12-31 to not raise and to produce the specific stated results, which is a boundary an off-by-one in t"
baseline_direct,iso_week_date__v1,F-04,-,upheld,pass,pass,not_a_counterexample,0,"The ticket's fully worked example (2009-12-31 -> (2009, 53, 4)) is a direct, unambiguous spec-check for the week-53 counting logic."
baseline_direct,iso_week_date__v1,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket explicitly requires the century leap rule (divisible by 400 exception) to gate Feb 29 validity, giving concrete examples for 1900/2000/2023/2024 that"
baseline_direct,iso_week_date__v1,F-06,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires ValueError for year outside 1..9999, month outside 1..12, and day outside the valid range for that year/month, including a day valid in some"
baseline_direct,keyset_paginate__t20,F-01,-,upheld,fail,pass,sound,0,"The ticket requires cursor components to be ASCII-digit runs, but str.isdigit()/int() also accept non-ASCII Unicode digits (e.g. fullwidth digits), so the imple"
baseline_direct,keyset_paginate__t20,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Property test that repeatedly pages through a random feed and checks the union of all pages reproduces the full created_at-desc,id-desc order exactly once, each"
baseline_direct,keyset_paginate__t20,F-03,-,upheld,pass,pass,not_a_counterexample,0,"The ticket enumerates exact malformed-cursor examples ('12', ':3', '-1:3') plus the general rule that any non-string other than None is malformed, all of which "
baseline_direct,keyset_paginate__t20,F-04,-,upheld,pass,pass,not_a_counterexample,0,"The ticket requires ValueError whenever limit is not an int of at least 1, covering zero, negatives, non-int types, and floats."
baseline_direct,keyset_paginate__t20,F-05,-,upheld,pass,pass,not_a_counterexample,0,"The ticket states the function is pure and must not mutate rows, so the input list's order and dict contents must be identical before and after calling page()."
baseline_direct,keyset_paginate__t20,F-06,-,upheld,pass,pass,not_a_counterexample,0,"The ticket gives a concrete worked example over (300,4)(200,9)(200,7)(200,2)(100,5) with limit 2 producing pages [4,9]/'200:9', [7,2]/'200:2', [5]/None, which t"
baseline_direct,rollout_bucketing__t20,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's stated check vector: checkout-v2:user-1042 must be bucket 19, i.e. off at percentage=19 and on at percentage=20, and the return value mus"
baseline_direct,rollout_bucketing__t20,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the core ticket requirement that a ramp may only add users, never drop one: if enabled at a lower percentage, must remain enabled at any higher percen"
baseline_direct,rollout_bucketing__t20,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the stated boundary rule that 0 must disable every user (nothing is < 0) and 100 must enable every user (every bucket 0-99 is < 100), across arbitrary"
baseline_direct,rollout_bucketing__t20,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the 'types before range' rule using the ticket's own example: an out-of-range float like 101.0 must raise TypeError, not ValueError."
baseline_direct,rollout_bucketing__t20,F-05,-,upheld,pass,pass,not_a_counterexample,0,Falsifies the explicit ticket rule that bool percentages must raise TypeError even though bool is an int subclass in Python.
baseline_direct,rollout_bucketing__t20,F-06,-,upheld,pass,pass,not_a_counterexample,0,Falsifies the requirement that empty identifiers (e.g. anonymous sessions with empty user_id) are legitimate inputs that must be hashed normally rather than rej
baseline_direct,rollout_bucketing__v0,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the exact bucket values the ticket specifies for checkout-v2/user-1042 (bucket 19) and search-rerank/user-1042 (bucket 10), catching any deviation fro"
baseline_direct,rollout_bucketing__v0,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the ticket's requirement that empty flag_key/user_id are not errors and that "":"" hashes to bucket 35 (enabled at 36%, not at 35%)."
baseline_direct,rollout_bucketing__v0,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Recomputes the mandated bucket = int(sha256(f'{flag_key}:{user_id}').hexdigest(),16)%100 independently and checks the exact enable/disable threshold, catching w"
baseline_direct,rollout_bucketing__v0,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the core monotonicity requirement: once a user is enabled at percentage p, they must remain enabled for every q > p, which breaks if percentage or a r"
baseline_direct,rollout_bucketing__v0,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the explicit boundary rule that percentage=0 must disable every user and percentage=100 must enable every user, with no exceptions, across arbitrary u"
baseline_direct,rollout_bucketing__v0,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the required error precedence: non-str flag_key/user_id, float percentage (even integral like 101.0), and bool percentage must all raise TypeError, an"
baseline_direct,rollout_bucketing__v1,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the core FLAG-238 requirement that raising the percentage may only add users, never remove them (the exact bug that caused the checkout-v2 incident)."
baseline_direct,rollout_bucketing__v1,F-02,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the required boundary behaviour that percentage=0 must disable every user and percentage=100 must enable every user, with no exceptions."
baseline_direct,rollout_bucketing__v1,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the explicit requirement that bool percentages (True/False), despite being int subclasses, must raise TypeError rather than being accepted as 1 or 0."
baseline_direct,rollout_bucketing__v1,F-04,-,upheld,pass,pass,not_a_counterexample,0,Falsifies the required error ordering and coverage: non-str identifiers and non-int/float percentages must raise TypeError even when the numeric value would be 
baseline_direct,rollout_bucketing__v1,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the exact bucketing algorithm (colon join, UTF-8, SHA-256, big-endian mod 100, strict-less-than threshold) using the ticket's own worked examples, inc"
baseline_direct,rollout_bucketing__v1,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Falsifies the requirement that the returned value must be an actual bool, catching implementations that return truthy/falsy ints or numpy booleans instead."
baseline_direct,token_bucket__t20,F-01,-,upheld,pass,pass,not_a_counterexample,0,"Ticket requires admitting a cost equal to available credit via a 1e-9 absolute slack, and rejecting anything more than 1e-9 above capacity; this pins down both "
baseline_direct,token_bucket__t20,F-02,-,upheld,pass,pass,not_a_counterexample,0,Ticket states a rejection consumes nothing and the entry behind it still sees the bucket it would otherwise have seen; a buggy implementation might still decrem
baseline_direct,token_bucket__t20,F-03,-,upheld,pass,pass,not_a_counterexample,0,"Ticket states a cost above capacity + 1e-9 is never admitted however long the customer waits, because the bucket is capped at capacity even after a huge elapsed"
baseline_direct,token_bucket__t20,F-04,-,upheld,pass,pass,not_a_counterexample,0,"Ticket says a cost of exactly zero is legal and always admitted, even against an empty bucket; this checks that depleting the bucket first doesn't cause a zero-"
baseline_direct,token_bucket__t20,F-05,-,upheld,pass,pass,not_a_counterexample,0,"Ticket requires a ValueError when a timestamp is strictly less than the one before it, but explicitly allows equal (shared) timestamps within a burst."
baseline_direct,token_bucket__t20,F-06,-,upheld,pass,pass,not_a_counterexample,0,"Ticket enumerates several required ValueError conditions (non-finite/non-positive capacity or refill, negative or non-finite cost, non-finite timestamp); each m"
blindspot,full_jitter_backoff__v12,F-01,OB-007,upheld,fail,pass,sound,0,"Validate attempts, then base, then cap in that fixed sequence unconditionally, so an invalid base or cap still raises ValueError even when attempts is 0."
blindspot,keyset_paginate__t20,F-01,OB-005,upheld,fail,fail,unsound,1,Continue paging from a cursor's named position even if the row it once identified has since been removed from rows.
blindspot_search,full_jitter_backoff__v10,F-01,OB-009,upheld,fail,fail,unsound,1,"Return a new empty list when attempts is 0, without raising any error."
blindspot_search,full_jitter_backoff__v12,F-01,OB-007,upheld,fail,pass,sound,0,"Validate attempts, then base, then cap in that fixed sequence unconditionally, so an invalid base or cap still raises ValueError even when attempts is 0."
blindspot_search,keyset_paginate__t20,F-01,OB-005,upheld,fail,fail,unsound,1,Continue paging from a cursor's named position even if the row it once identified has since been removed from rows.
blindspot_search,token_bucket__t20,F-01,OB-005,upheld,fail,fail,unsound,1,"A request whose cost exceeds capacity + 1e-9 must never be admitted, no matter how much time elapses beforehand."
