system,case_id,task_id,split,has_defect,trap_id,trap_class,detected,detected_lenient,false_alarm,tests_emitted,sound_counterexamples,unsound_claims,flakes,reported_verdict,llm_calls,input_tokens,output_tokens,usd,wall_ms,error
blindspot,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,0,0,0,0,CLEAN,1,2297,1784,0.033651,1,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=bb77093ceca0.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=bd114d7c9038.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__t21,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=bd114d7c9038.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=bd114d7c9038.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,3,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=00e1e88dc4da.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__v1,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=dc8c699c8845.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,http_range_resolve__v2,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=f2e9fc840e3a.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,iso_week_date__t20,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1729,1625,0.029562,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=752648bb2ff9.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,iso_week_date__v0,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2293,1338,0.026949,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=ab95abf65953.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,iso_week_date__v1,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2293,1338,0.026949,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=ab95abf65953.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,keyset_paginate__t20,keyset_paginate,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1810,1483,0.027675,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=51b6015b0b8b.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,rollout_bucketing__t20,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1841,1800,0.032523,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=79d77bc5165b.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,rollout_bucketing__v0,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2486,1479,0.029643,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=9b80514a9e41.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,rollout_bucketing__v1,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2486,1479,0.029643,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=9b80514a9e41.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot,token_bucket__t20,token_bucket,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1950,1991,0.035715,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=1e6afa441c13.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,allocate_money__t21,allocate_money,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1857,1671,0.030636,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=c49f3b8d9769.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,allocate_money__v0,allocate_money,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2513,1536,0.030579,6,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=cebc5362b8aa.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,allocate_money__v1,allocate_money,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2513,1536,0.030579,3,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=d48485d4d868.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,csv_rfc4180__t20,csv_rfc4180,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1965,1882,0.034125,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=86eca416fa5f.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,csv_rfc4180__v0,csv_rfc4180,test,0,,,0,0,0,0,0,0,0,CLEAN,2,5599,3504,0.069357,13,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=ba09c67d1ec6.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,csv_rfc4180__v1,csv_rfc4180,test,0,,,0,0,0,0,0,0,0,CLEAN,2,5599,3504,0.069357,7,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=56573b7b9623.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,currency_quantize__t24,currency_quantize,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1938,2024,0.036174,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=b55f0168aae7.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,currency_quantize__v11,currency_quantize,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2469,1566,0.030897,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=7ba1621d3345.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,currency_quantize__v12,currency_quantize,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2469,1566,0.030897,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=297fb5c8cbc9.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,discount_stacking__t20,discount_stacking,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2121,2434,0.042873,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=eb63449a6aad.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,discount_stacking__v0,discount_stacking,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2679,2459,0.044922,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=fc69c2b67a94.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,discount_stacking__v10,discount_stacking,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2679,2459,0.044922,3,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=56cf77946f6b.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",arithmetic/rounding,0,0,0,0,0,0,0,CLEAN,1,2679,2459,0.044922,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=87592d7783fa.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",arithmetic/rounding,0,0,0,0,0,0,0,CLEAN,1,2679,2459,0.044922,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=9565fc9fd33a.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__t20,full_jitter_backoff,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1804,1667,0.030417,7,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=3dec458a8082.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,0,0,0,0,CLEAN,1,1804,1667,0.030417,6,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=256acc645804.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,0,0,0,0,CLEAN,1,1804,1667,0.030417,6,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=256acc645804.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,0,0,0,0,CLEAN,1,1804,1667,0.030417,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=60eb467aa3c0.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__v10,full_jitter_backoff,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2297,1784,0.033651,6,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=c74185657fde.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__v11,full_jitter_backoff,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2297,1784,0.033651,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=a445834675ad.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,0,0,0,0,CLEAN,1,2297,1784,0.033651,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=00b43547aef2.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=53ae5d082e23.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__t21,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=aec1676d8e23.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2044,1877,0.034287,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=53ae5d082e23.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=24bc60cf25c6.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__v1,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,6,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=5c548f07b5a5.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,http_range_resolve__v2,http_range_resolve,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2864,1597,0.032547,4,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=0d533f65c770.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,iso_week_date__t20,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1729,1625,0.029562,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=38a4ce22e733.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,iso_week_date__v0,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2293,1338,0.026949,3,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=0bb47e5aba66.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,iso_week_date__v1,iso_week_date,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2293,1338,0.026949,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=0553852b052e.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,keyset_paginate__t20,keyset_paginate,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1810,1483,0.027675,4,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=25dd7d862a18.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,rollout_bucketing__t20,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1841,1800,0.032523,5,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=2b96fe966946.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,rollout_bucketing__v0,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2486,1479,0.029643,4,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=39a6dcc7e0eb.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,rollout_bucketing__v1,rollout_bucketing,test,0,,,0,0,0,0,0,0,0,CLEAN,1,2486,1479,0.029643,2,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=830543bc45ae.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
blindspot_targeted,token_bucket__t20,token_bucket,test,0,,,0,0,0,0,0,0,0,CLEAN,1,1950,1991,0.035715,4,"CassetteMiss: No cassette for purpose='adversary' model='sonnet' key=e4442944b58e.
Nothing was recorded for this exact prompt. Either the prompts changed since the cassettes were recorded, or you are running a configuration that was never recorded.
Fix: re-record with `make record` (needs model access), or run a configuration that has cassettes -- see cassettes/MANIFEST.json."
self_tests,allocate_money__t21,allocate_money,test,0,,,0,0,0,22,0,4,0,CLEAN,0,0,0,0.000000,0,
self_tests,allocate_money__v0,allocate_money,test,0,,,0,0,0,19,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,allocate_money__v1,allocate_money,test,0,,,0,0,0,19,0,1,0,CLEAN,0,0,0,0.000000,0,
self_tests,csv_rfc4180__t20,csv_rfc4180,test,0,,,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,csv_rfc4180__v0,csv_rfc4180,test,0,,,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,csv_rfc4180__v1,csv_rfc4180,test,0,,,0,0,0,17,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,currency_quantize__t24,currency_quantize,test,0,,,0,0,0,10,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,currency_quantize__v11,currency_quantize,test,0,,,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,currency_quantize__v12,currency_quantize,test,0,,,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,discount_stacking__t20,discount_stacking,test,0,,,0,0,0,18,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,discount_stacking__v0,discount_stacking,test,0,,,0,0,0,16,0,2,0,CLEAN,0,0,0,0.000000,0,
self_tests,discount_stacking__v10,discount_stacking,test,0,,,0,0,0,18,0,5,0,CLEAN,0,0,0,0.000000,0,
self_tests,discount_stacking__v11,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",arithmetic/rounding,0,0,0,23,0,11,0,CLEAN,0,0,0,0.000000,0,
self_tests,discount_stacking__v12,discount_stacking,test,1,"discount_stacking::(found by authoritative selftest, not by fuzzing)",arithmetic/rounding,0,0,0,19,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__t20,full_jitter_backoff,test,0,,,0,0,0,2,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__t22,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__t42,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__t46,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(2100, 1e-300, 1e+300, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,14,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__v10,full_jitter_backoff,test,0,,,0,0,0,17,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__v11,full_jitter_backoff,test,0,,,0,0,0,16,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,full_jitter_backoff__v12,full_jitter_backoff,test,1,"full_jitter_backoff::schedule(0, 1e-300, -1.0, <function _make_rand.<locals>.rand >)",algorithm-identity/formula-substitution,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__t20,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,21,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__t21,http_range_resolve,test,0,,,0,0,0,20,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__t40,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,21,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__v0,http_range_resolve,test,1,"http_range_resolve::resolve_range('bytes= ,0-1', 3)",boundary/off-by-one,0,0,0,18,0,1,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__v1,http_range_resolve,test,0,,,0,0,0,18,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,http_range_resolve__v2,http_range_resolve,test,0,,,0,0,0,23,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,iso_week_date__t20,iso_week_date,test,0,,,0,0,0,1,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,iso_week_date__v0,iso_week_date,test,0,,,0,0,0,18,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,iso_week_date__v1,iso_week_date,test,0,,,0,0,0,19,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,keyset_paginate__t20,keyset_paginate,test,0,,,0,0,0,15,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,rollout_bucketing__t20,rollout_bucketing,test,0,,,0,0,0,17,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,rollout_bucketing__v0,rollout_bucketing,test,0,,,0,0,0,17,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,rollout_bucketing__v1,rollout_bucketing,test,0,,,0,0,0,18,0,0,0,CLEAN,0,0,0,0.000000,0,
self_tests,token_bucket__t20,token_bucket,test,0,,,0,0,0,19,0,0,0,CLEAN,0,0,0,0.000000,0,
